avg_monthly_hrs,department,filed_complaint,last_evaluation,n_projects,recently_promoted,salary,satisfaction,status,tenure,employee_id
220.0,D00-IT,,0.742704,5,,medium,0.956282,Employed,3.0,107785
141.0,D00-IT,,1.0,4,,low,0.452424,Employed,2.0,114176
129.0,D00-SS,,0.427428,2,,medium,0.373386,Left,3.0,119733
172.0,D00-MT,,0.678866,3,1.0,high,0.306026,Employed,10.0,116949
245.0,D00-ENG,,0.575662,4,,low,0.578796,Employed,2.0,115540
178.0,D00-PD,,0.462155,3,,low,0.877887,Employed,2.0,107151
234.0,D00-ENG,,0.618305,5,,low,0.956018,Employed,6.0,140481
252.0,D00-MT,,,4,,low,0.603136,Employed,2.0,105886
259.0,D00-ENG,,,5,,medium,0.689088,Employed,3.0,103950
201.0,D00-MT,,0.935272,4,,medium,0.537121,Employed,4.0,117583
232.0,-IT,,0.763541,3,,low,0.928176,Employed,4.0,104945
260.0,D00-SS,,0.765784,5,,low,0.711329,Employed,3.0,118115
134.0,D00-MN,1.0,0.81206,4,,medium,0.780765,Employed,10.0,114036
197.0,D00-IT,1.0,0.623028,5,,low,1.0,Employed,4.0,117778
224.0,D00-ENG,,0.918178,3,,low,0.738958,Employed,3.0,111938
191.0,D00-SP,,0.544961,3,,low,0.94975,Employed,3.0,117058
156.0,D00-SS,,0.749772,5,,medium,0.972151,Employed,3.0,109134
219.0,D00-ENG,,,2,,low,0.390929,Employed,2.0,113112
144.0,D00-ENG,,0.800164,4,,medium,0.947399,Employed,4.0,100700
211.0,D00-ENG,,0.714388,5,,low,0.44342,Employed,6.0,107465
247.0,D00-SP,,0.522743,4,,low,1.0,Employed,3.0,106720
85.0,D00-TP,,,2,,low,,Employed,,109227
143.0,D00-SS,,0.584115,4,,low,0.916519,Employed,8.0,114463
227.0,D00-IT,,0.614586,5,,low,0.715282,Employed,4.0,113266
174.0,D00-PD,,0.655959,4,,low,0.873827,Employed,2.0,103884
260.0,D00-SS,,0.939467,6,,low,0.0816543,Left,5.0,105885
219.0,D00-IT,,0.668653,5,,low,0.706805,Employed,3.0,101911
114.0,D00-TP,,,2,,low,,Employed,,105667
253.0,D00-SS,,0.623972,4,,medium,0.971235,Employed,7.0,113832
133.0,D00-ENG,,,4,,medium,0.777378,Employed,2.0,117104
187.0,D00-SS,,0.668008,5,,medium,0.666291,Employed,2.0,102654
160.0,D00-MT,,0.531853,4,,medium,0.852592,Employed,3.0,110560
217.0,D00-ENG,,0.618472,4,,medium,0.735502,Employed,3.0,133970
218.0,D00-SS,,0.86376,4,,medium,1.0,Employed,2.0,112526
136.0,D00-ENG,,0.548204,2,,medium,0.45137,Left,3.0,103765
113.0,D00-ENG,1.0,0.914627,3,,medium,0.424827,Employed,5.0,116813
155.0,D00-FN,,0.599254,3,,medium,0.774802,Employed,3.0,104790
274.0,D00-SP,,,3,,medium,0.644081,Employed,3.0,103839
242.0,D00-SS,,0.959741,5,,low,0.88474,Left,5.0,101823
183.0,,,0.848282,3,,low,0.534324,Employed,2.0,114630
150.0,D00-SP,,0.665752,3,,medium,0.825699,Employed,3.0,117199
240.0,D00-SP,,1.0,5,,low,0.8249,Left,5.0,119573
210.0,D00-SS,,0.897564,3,,medium,0.568702,Employed,3.0,102959
224.0,D00-SP,,0.906087,3,,low,0.661887,Employed,3.0,116827
159.0,D00-FN,1.0,0.65613,6,,medium,0.18883,Employed,5.0,104367
254.0,D00-SS,,0.963333,5,,low,0.765938,Left,5.0,115283
137.0,D00-MT,,0.588204,2,,medium,0.390846,Left,3.0,103692
168.0,D00-SP,,0.738626,4,,medium,0.899834,Employed,4.0,108521
175.0,D00-PR,,0.681953,6,,medium,0.21017,Employed,5.0,102753
223.0,D00-SS,1.0,0.632478,5,,low,0.217099,Employed,3.0,101100
242.0,D00-MN,,0.918023,4,,medium,0.661008,Employed,2.0,100631
140.0,D00-MT,,0.833,4,,medium,0.866203,Employed,8.0,103539
260.0,D00-SS,,0.88936,6,,low,0.0753538,Left,4.0,102473
179.0,D00-SP,,0.606635,3,,low,0.14082,Employed,5.0,114437
161.0,D00-AD,,0.524185,2,,medium,0.370959,Left,3.0,102587
211.0,D00-IT,,,3,,high,0.467821,Employed,3.0,105429
202.0,D00-IT,,,5,,low,0.800087,Employed,3.0,106770
145.0,,,0.797597,4,,medium,0.927261,Employed,2.0,103918
241.0,D00-IT,,0.744638,5,,low,0.499079,Employed,3.0,117292
169.0,D00-SS,,0.841761,4,,low,0.938491,Employed,4.0,102746
121.0,,,0.550256,2,,low,0.469758,Employed,5.0,103992
274.0,D00-SS,,0.970475,5,,high,0.592944,Employed,2.0,105095
241.0,D00-SS,,0.635622,3,,medium,0.922171,Employed,10.0,104538
141.0,D00-SS,1.0,,6,,low,0.22346,Employed,3.0,113926
162.0,D00-MT,,0.623745,5,,high,0.535386,Employed,3.0,110202
269.0,D00-IT,,,4,,medium,0.610812,Employed,3.0,102142
234.0,D00-IT,1.0,,3,,medium,0.923651,Employed,2.0,118446
148.0,D00-SS,,0.457417,2,,low,0.366015,Left,3.0,106145
177.0,D00-IT,1.0,,3,,low,0.671308,Employed,3.0,103682
182.0,D00-IT,,0.679373,4,,medium,0.344416,Employed,3.0,114442
135.0,D00-ENG,,0.977931,4,,low,0.810898,Employed,4.0,101794
192.0,D00-SS,,0.335966,2,,low,0.491066,Employed,3.0,112391
269.0,D00-IT,,1.0,5,,medium,0.781972,Left,5.0,103165
134.0,D00-MT,,,5,1.0,medium,0.347928,Employed,2.0,104579
191.0,D00-PD,,,6,,medium,0.204014,Employed,2.0,112876
157.0,D00-PD,,0.433884,2,,medium,0.499493,Left,3.0,107606
203.0,D00-IT,1.0,,3,,medium,0.642274,Employed,2.0,110027
217.0,D00-IT,,0.869354,4,,medium,0.787057,Employed,3.0,111848
103.0,D00-SP,,0.392591,2,,medium,0.571538,Employed,3.0,132343
243.0,D00-SS,,,3,,medium,0.911122,Employed,2.0,104874
155.0,D00-SP,1.0,0.843616,4,,low,0.573396,Employed,3.0,108598
305.0,D00-ENG,,0.787376,7,,medium,0.170933,Left,4.0,104645
215.0,D00-ENG,,0.549439,4,,medium,0.719752,Employed,3.0,139854
274.0,D00-SS,,0.911148,4,,low,0.809597,Left,5.0,117301
147.0,D00-MT,,0.460308,2,,low,0.386455,Left,3.0,111488
257.0,D00-SP,,0.945992,3,,medium,0.517774,Employed,2.0,102577
78.0,D00-TP,,,2,,medium,,Employed,,109298
228.0,D00-SS,,0.449736,4,,medium,0.960533,Employed,2.0,104798
190.0,D00-SP,,0.510684,2,,low,0.478013,Employed,4.0,114055
248.0,D00-ENG,,0.815005,4,,low,0.885869,Employed,3.0,111455
198.0,D00-ENG,1.0,0.9005,3,,medium,0.802007,Employed,4.0,108205
113.0,D00-SS,,0.941282,6,,medium,0.270911,Employed,2.0,103075
103.0,D00-SS,,,5,,low,0.632827,Employed,2.0,101319
173.0,D00-MT,,0.55898,4,,medium,0.547573,Employed,2.0,115145
250.0,D00-SP,,0.463937,2,,low,0.985199,Employed,5.0,107574
257.0,D00-SS,1.0,0.804488,4,,medium,0.647489,Employed,3.0,106476
256.0,D00-IT,,0.6171,4,,medium,0.97694,Employed,2.0,109513
154.0,D00-SP,1.0,,3,,low,0.605904,Employed,3.0,103200
257.0,D00-ENG,,0.774501,6,,medium,0.765372,Employed,4.0,106374
207.0,D00-SS,,0.947472,3,,low,0.678574,Employed,3.0,112553
253.0,D00-SP,1.0,0.730251,3,,low,0.738188,Employed,4.0,107665
259.0,D00-SS,,0.958381,4,,low,0.798248,Left,5.0,101201
199.0,D00-SS,1.0,0.931311,3,,medium,0.872443,Employed,3.0,101703
208.0,,,0.542772,3,,low,0.694933,Employed,4.0,104720
153.0,D00-SS,1.0,0.7648,3,,medium,0.592062,Employed,3.0,111592
149.0,D00-SS,,0.584515,5,,low,0.292894,Employed,3.0,107537
256.0,D00-PD,,0.687068,5,,low,0.872955,Employed,7.0,103905
269.0,D00-IT,,0.527728,4,,medium,0.587378,Employed,3.0,106021
286.0,D00-ENG,,0.877537,3,,medium,0.931832,Employed,4.0,110961
285.0,D00-IT,,0.466721,2,,medium,0.414375,Employed,5.0,108752
248.0,D00-FN,,0.867818,4,,low,0.722115,Left,6.0,103774
237.0,D00-ENG,,0.663209,4,,medium,0.314801,Left,2.0,105580
212.0,,,0.891442,3,,medium,0.598811,Employed,3.0,113475
202.0,D00-MT,,0.583232,5,,medium,0.540406,Employed,2.0,110842
201.0,D00-SP,,0.837914,4,,low,0.674496,Employed,10.0,103233
139.0,D00-MT,,0.642445,3,,low,0.702791,Employed,2.0,109529
256.0,D00-SP,,0.902864,5,,medium,0.76179,Left,5.0,113960
191.0,D00-PD,1.0,0.668462,4,,high,1.0,Employed,3.0,119062
208.0,D00-MT,1.0,0.899634,4,,low,0.786808,Employed,2.0,102618
263.0,D00-SP,,0.848446,4,,medium,0.752163,Employed,4.0,106690
152.0,D00-FN,1.0,0.77683,4,,low,0.931889,Employed,3.0,119173
252.0,D00-MN,,0.861854,4,,medium,0.742811,Employed,3.0,116920
237.0,D00-MT,1.0,0.967121,4,,medium,0.721329,Employed,3.0,102315
265.0,D00-SP,,0.60214,4,,medium,0.724671,Employed,2.0,117084
265.0,D00-MT,,0.744096,4,,medium,0.900426,Employed,4.0,115560
134.0,D00-SP,1.0,0.607635,5,,low,0.841777,Employed,2.0,107316
273.0,D00-SS,,0.873744,4,,medium,0.519659,Employed,2.0,110072
211.0,D00-MN,,0.751,3,,high,0.777165,Employed,3.0,145850
202.0,D00-SS,,0.772106,4,,low,0.760727,Employed,3.0,115601
228.0,D00-FN,,0.457889,3,,medium,0.227655,Employed,5.0,105304
177.0,D00-ENG,,0.83927,4,,low,1.0,Employed,6.0,102757
210.0,D00-ENG,,0.733568,5,,medium,0.541301,Employed,5.0,101866
203.0,,,,3,,medium,1.0,Employed,3.0,111722
156.0,D00-SS,,0.426815,2,,low,0.374554,Left,3.0,115426
142.0,D00-ENG,,0.675712,4,,medium,0.927611,Employed,4.0,119406
197.0,D00-ENG,,1.0,5,,low,0.711279,Employed,4.0,102621
232.0,D00-FN,,0.435456,5,,low,0.731474,Employed,4.0,113549
210.0,D00-MN,,0.634619,4,,medium,0.861227,Employed,3.0,117544
219.0,D00-SS,,0.548537,2,,low,0.472456,Employed,4.0,107883
253.0,D00-SP,,,3,,medium,0.484203,Employed,2.0,119339
152.0,D00-ENG,,0.601287,4,,medium,0.99277,Employed,2.0,115835
193.0,D00-SS,,,5,,low,0.724768,Employed,3.0,105488
157.0,D00-IT,,,2,,low,0.435595,Left,3.0,110905
160.0,D00-SP,,0.553017,2,,low,0.405639,Left,3.0,104326
138.0,D00-IT,,0.876926,5,,medium,0.949961,Employed,2.0,133586
182.0,D00-IT,,,4,,medium,0.698372,Employed,3.0,117564
252.0,D00-IT,,0.927614,5,,low,0.849219,Left,5.0,113455
210.0,D00-SS,1.0,0.982368,2,,medium,0.313274,Employed,3.0,105343
147.0,D00-PD,,,2,,medium,0.430055,Left,3.0,101933
252.0,D00-ENG,,0.735936,3,,high,0.601324,Employed,3.0,101663
159.0,D00-SP,1.0,0.675129,5,,medium,0.729173,Employed,3.0,118346
151.0,D00-ENG,,0.621717,3,,low,0.851008,Employed,2.0,116094
171.0,D00-AD,,0.722839,4,,medium,0.910598,Employed,4.0,117401
193.0,D00-ENG,,0.69604,3,,medium,0.8972,Employed,3.0,104987
221.0,D00-PD,,0.723931,4,,low,0.787625,Employed,4.0,103583
127.0,D00-FN,,0.462456,2,,low,0.371089,Left,3.0,106957
111.0,D00-SS,,0.717258,2,,low,0.370696,Employed,2.0,112597
166.0,D00-ENG,1.0,1.0,4,,low,0.28169,Employed,5.0,112329
108.0,D00-ENG,,0.818686,2,,high,0.464311,Employed,5.0,119597
199.0,D00-SS,,,4,,low,0.56868,Employed,2.0,100124
199.0,D00-SS,,0.420641,2,,medium,0.565388,Employed,2.0,107332
261.0,D00-FN,,0.824814,6,,medium,0.151974,Left,4.0,116484
279.0,D00-MT,1.0,0.781782,2,,low,0.541268,Employed,3.0,104942
217.0,D00-SP,,0.954972,4,,medium,0.51889,Employed,2.0,105068
202.0,D00-SP,,0.57229,5,,medium,0.658965,Employed,3.0,108567
242.0,D00-SP,,0.652764,4,,high,0.962008,Employed,3.0,107631
273.0,D00-SS,,0.685168,4,,medium,0.73203,Employed,3.0,115592
287.0,D00-ENG,,0.891171,6,,low,0.0841879,Left,4.0,117840
182.0,D00-ENG,,0.724539,3,,low,0.875163,Left,4.0,100239
164.0,D00-SS,,0.506699,3,,medium,0.949456,Employed,3.0,119959
217.0,D00-MT,,0.868984,4,,low,0.591442,Employed,3.0,102328
138.0,D00-IT,,0.734294,3,,medium,0.977196,Employed,2.0,111753
257.0,D00-SS,,0.850006,3,,low,0.99435,Employed,4.0,118586
179.0,D00-SP,,0.576237,3,,low,0.700896,Employed,3.0,113592
162.0,D00-SS,,0.502259,3,,low,0.800482,Employed,3.0,114145
252.0,,,0.778953,4,,medium,0.770546,Employed,6.0,108387
275.0,D00-IT,,0.915747,4,,medium,0.789129,Employed,3.0,105380
254.0,D00-SS,1.0,0.821957,2,,low,0.740526,Employed,2.0,119590
168.0,D00-SP,,,4,,low,0.701478,Employed,2.0,104722
231.0,D00-ENG,,0.874464,4,,low,0.594404,Employed,3.0,113577
127.0,D00-SS,1.0,0.953881,6,,medium,0.424631,Employed,3.0,104154
143.0,D00-SP,1.0,,4,,high,0.620861,Employed,2.0,146609
138.0,D00-ENG,,0.49736,2,,medium,0.503148,Left,3.0,103889
181.0,D00-ENG,,0.696186,5,,low,0.891481,Employed,4.0,116590
259.0,D00-IT,,0.456306,3,,medium,0.860768,Employed,6.0,117647
134.0,D00-FN,,,4,,medium,0.62709,Employed,3.0,100462
109.0,D00-SS,,0.376538,2,,low,0.608133,Employed,6.0,104356
252.0,D00-IT,,0.927306,4,,low,0.549253,Employed,4.0,104618
168.0,D00-MN,,0.545579,5,,low,0.653716,Employed,3.0,116453
135.0,D00-SS,,0.586487,3,,medium,0.568647,Employed,2.0,110468
176.0,D00-SS,,0.947957,5,,medium,0.857633,Employed,3.0,136410
255.0,D00-SP,1.0,0.478693,5,,low,0.446179,Employed,5.0,108859
261.0,D00-SS,,0.589509,5,,medium,0.754833,Employed,2.0,100630
134.0,D00-SP,1.0,0.96904,4,,medium,0.902645,Employed,5.0,104520
191.0,D00-SP,,,3,,medium,0.669289,Employed,2.0,141331
247.0,D00-SS,,0.508758,3,,medium,0.719787,Employed,10.0,106584
161.0,D00-MT,,0.955893,4,,low,0.733583,Employed,3.0,118151
240.0,D00-ENG,,0.621122,3,,medium,0.642424,Employed,2.0,109344
218.0,D00-MN,,0.753331,3,,medium,0.460529,Left,4.0,112759
186.0,D00-MN,,0.848201,4,1.0,medium,0.506522,Employed,7.0,104901
254.0,D00-ENG,,0.902197,5,,medium,0.550985,Employed,2.0,108403
264.0,D00-PR,,0.791909,3,,low,0.972331,Employed,3.0,102372
192.0,D00-SP,,,2,,medium,0.736556,Employed,3.0,109321
246.0,D00-SS,,0.693786,5,,low,0.157569,Employed,2.0,103163
131.0,D00-SP,,0.918866,4,,medium,0.774246,Employed,3.0,112000
178.0,D00-ENG,,0.643539,5,,medium,1.0,Employed,3.0,137309
103.0,D00-PD,,0.881206,5,,low,0.650149,Employed,5.0,112972
158.0,D00-SP,,0.774128,5,,low,0.817867,Employed,2.0,116432
153.0,D00-SP,,0.679709,4,,low,0.974149,Employed,3.0,119116
239.0,,,0.829145,5,,medium,0.724459,Employed,3.0,105606
185.0,D00-SS,1.0,0.472972,4,,high,0.927595,Employed,3.0,113808
221.0,D00-SS,,0.874169,3,,medium,0.529246,Employed,2.0,105112
237.0,D00-ENG,,0.524787,3,,medium,0.546927,Employed,2.0,111716
250.0,D00-SS,,0.505448,3,,medium,0.807197,Employed,5.0,106766
258.0,D00-FN,,0.986695,4,,low,0.89514,Left,5.0,115291
191.0,D00-SS,,0.556398,4,,medium,0.773336,Employed,3.0,114947
167.0,D00-ENG,1.0,0.948621,5,,low,0.383209,Employed,3.0,106975
261.0,D00-SS,,0.8423,5,,low,0.812613,Left,5.0,100735
250.0,D00-SP,,0.864243,6,,low,0.102825,Left,4.0,117324
180.0,D00-MT,,0.921303,4,,high,0.111548,Employed,4.0,108620
98.0,D00-SS,,0.869058,4,,low,0.813069,Employed,4.0,103609
208.0,D00-IT,1.0,,4,,low,0.896951,Employed,3.0,117920
189.0,D00-FN,,0.642391,3,,medium,0.809058,Employed,3.0,116775
173.0,D00-SS,,0.961507,6,,medium,0.430055,Employed,3.0,102690
143.0,D00-SS,,0.823913,5,,medium,0.820864,Employed,2.0,104997
246.0,,,0.857804,4,,low,0.799178,Left,6.0,110941
180.0,D00-ENG,,0.700067,4,,low,0.950624,Employed,3.0,101527
192.0,D00-ENG,1.0,,5,,low,0.77445,Employed,3.0,105914
174.0,,,0.707818,4,,low,0.920698,Employed,2.0,115256
225.0,D00-IT,,0.887343,3,,high,0.587323,Employed,3.0,107692
202.0,,,0.604397,3,,high,0.970104,Employed,2.0,100806
286.0,D00-ENG,,,3,,medium,0.733421,Employed,3.0,106880
151.0,D00-SP,1.0,0.684917,3,,low,0.719334,Employed,3.0,112828
211.0,D00-MT,,0.745415,3,1.0,low,0.583838,Employed,6.0,111905
105.0,D00-ENG,,0.417283,6,,medium,0.279937,Employed,6.0,102055
104.0,D00-PD,,0.65453,2,,low,0.913788,Employed,7.0,119967
223.0,D00-PD,,0.673932,2,,medium,0.70373,Employed,3.0,119965
188.0,D00-MT,,0.861877,3,,medium,0.538684,Employed,6.0,104894
170.0,D00-SS,,0.77444,3,,low,0.832911,Employed,7.0,115003
187.0,D00-SS,1.0,0.60679,4,,medium,0.534085,Employed,4.0,104602
136.0,D00-PD,,0.834668,4,,low,0.860522,Employed,3.0,147918
163.0,D00-ENG,,,5,,low,0.956703,Employed,3.0,115449
266.0,D00-FN,,0.491121,4,,medium,0.636893,Employed,3.0,101215
282.0,D00-IT,,0.723355,5,,medium,0.213992,Employed,3.0,108202
245.0,,,0.48369,4,,low,0.8008,Employed,3.0,112695
279.0,D00-IT,1.0,0.702352,4,,medium,0.24435,Employed,5.0,108563
136.0,D00-ENG,,0.916153,4,,low,0.757608,Employed,3.0,113437
201.0,D00-ENG,,0.884993,3,,medium,0.573099,Employed,2.0,112215
220.0,D00-SS,,0.570325,3,,low,0.963918,Employed,3.0,108203
183.0,D00-SS,,0.735736,3,,low,0.36255,Employed,2.0,117754
147.0,D00-SP,,,3,,low,0.642946,Employed,2.0,104540
127.0,D00-TP,1.0,,3,,medium,,Left,,107852
183.0,D00-SS,,0.866965,4,,medium,0.640429,Employed,2.0,112658
234.0,D00-SS,,0.693888,5,,medium,0.089295,Employed,6.0,135016
145.0,D00-IT,,,2,,high,0.519933,Left,3.0,107838
254.0,D00-FN,,0.868404,5,,low,0.968963,Employed,3.0,102559
177.0,D00-SS,,0.883328,3,,medium,0.698917,Employed,3.0,104218
250.0,D00-SS,,0.832221,3,,medium,0.486267,Employed,2.0,107078
263.0,D00-SS,,0.569045,3,,low,0.794023,Employed,3.0,100295
145.0,,,0.61473,5,,medium,0.396771,Employed,5.0,114770
236.0,D00-SS,1.0,,5,1.0,medium,0.982613,Employed,3.0,101796
229.0,D00-SS,,,3,,medium,0.739315,Employed,3.0,139966
264.0,D00-ENG,,0.699659,5,,low,0.4576,Employed,2.0,118720
198.0,D00-PD,,0.64709,4,,low,0.542571,Employed,2.0,102890
171.0,D00-IT,,,3,,medium,0.684737,Employed,3.0,103319
139.0,D00-SS,,0.544288,2,,low,0.48188,Left,3.0,105992
199.0,D00-ENG,,0.566894,3,,medium,0.439295,Left,4.0,100618
237.0,D00-SS,1.0,0.781835,4,,low,0.664623,Employed,3.0,118794
279.0,D00-ENG,,0.975822,6,,low,0.110606,Left,4.0,116962
138.0,D00-FN,,0.489219,2,,medium,0.449296,Left,3.0,116175
208.0,D00-SP,,0.867729,3,,medium,0.611866,Employed,2.0,110585
217.0,D00-MT,,0.730007,5,,low,0.877746,Employed,4.0,102067
254.0,D00-SS,,0.602001,3,,low,0.727169,Employed,2.0,102569
269.0,D00-SP,1.0,0.724307,4,,low,0.678739,Employed,3.0,116370
190.0,D00-MN,,0.720008,3,,low,0.916397,Employed,3.0,102943
165.0,D00-PD,,0.698211,2,,low,0.329718,Employed,4.0,103921
168.0,D00-IT,,,3,,medium,0.51964,Employed,3.0,117914
134.0,D00-PD,,0.530971,5,,low,0.555562,Employed,3.0,101147
261.0,D00-ENG,,0.891078,4,,medium,0.644068,Employed,4.0,107337
271.0,D00-SS,,0.857754,5,,low,0.145626,Left,4.0,112593
244.0,D00-SS,,0.998353,4,,medium,0.764418,Employed,3.0,105452
200.0,D00-SS,,0.641865,2,,medium,0.847779,Employed,3.0,112635
249.0,D00-MN,1.0,,5,,high,0.504151,Employed,3.0,104045
277.0,D00-IT,1.0,0.893509,2,,low,0.279592,Employed,6.0,104267
165.0,D00-SS,,0.607529,4,,medium,0.811546,Employed,3.0,102350
210.0,D00-MN,,0.670036,5,,medium,0.70847,Employed,2.0,100198
198.0,D00-SP,,0.784268,4,,medium,0.487502,Employed,3.0,105303
180.0,D00-SP,,0.666976,5,,low,0.79252,Employed,2.0,114923
231.0,D00-MT,,0.98667,4,,medium,0.444668,Employed,4.0,104337
139.0,D00-ENG,,0.90539,6,,medium,0.426992,Left,6.0,107072
179.0,D00-MT,,0.584452,4,,low,1.0,Employed,4.0,118710
218.0,D00-ENG,,0.397508,5,,low,0.940027,Employed,2.0,104200
251.0,,,0.517304,4,,low,0.81112,Employed,3.0,116111
140.0,,,0.660888,3,,medium,0.525642,Employed,2.0,106188
106.0,D00-MN,,0.370502,3,,high,0.541107,Employed,8.0,112798
170.0,D00-ENG,,,3,,low,0.694971,Employed,3.0,101744
244.0,D00-MN,,0.953894,7,,medium,0.107031,Left,4.0,101063
267.0,D00-IT,,0.457431,3,,medium,0.862968,Employed,3.0,119646
259.0,D00-SP,,0.916578,6,,low,0.119981,Left,4.0,102791
127.0,D00-MN,,0.538338,2,,medium,0.41846,Left,3.0,111305
148.0,-IT,1.0,0.464994,2,,low,0.381576,Left,3.0,107903
99.0,D00-IT,,0.34805,3,,medium,0.244814,Employed,4.0,102588
199.0,D00-SS,,0.76159,4,,low,0.47148,Employed,3.0,112836
262.0,D00-FN,,0.771654,3,,medium,0.799006,Employed,2.0,106578
108.0,D00-ENG,,0.766275,3,,low,0.42377,Employed,2.0,107450
231.0,D00-SP,,0.912467,4,,medium,0.745835,Employed,3.0,115692
245.0,D00-SS,,0.511556,3,,low,0.899015,Employed,3.0,107968
161.0,D00-PD,,0.896246,3,,medium,1.0,Employed,3.0,105324
274.0,D00-SP,,,3,,medium,0.925252,Employed,3.0,101366
215.0,D00-SS,,0.742814,6,,medium,0.222933,Employed,4.0,112675
296.0,D00-ENG,,0.926047,6,,medium,0.115763,Left,4.0,115543
191.0,D00-SP,,0.524002,3,,high,0.50585,Employed,3.0,117525
267.0,D00-ENG,,0.808518,7,,low,0.0986252,Left,4.0,111253
169.0,D00-PR,,0.788858,3,,low,0.825079,Employed,3.0,100739
180.0,D00-SP,,0.853573,4,,medium,0.47556,Employed,2.0,105243
190.0,D00-SS,,1.0,4,,low,0.870138,Employed,2.0,119318
268.0,D00-ENG,,0.943845,3,,low,0.936081,Employed,4.0,103783
254.0,D00-SP,,0.7334,4,,low,0.706967,Employed,4.0,104442
149.0,D00-SS,,,2,,low,0.405304,Left,3.0,117925
225.0,D00-SS,,0.93066,5,,low,0.741823,Left,5.0,117056
156.0,D00-FN,,0.835223,3,,low,0.50246,Employed,4.0,133808
148.0,D00-ENG,,0.520301,3,,low,0.810267,Employed,3.0,103321
246.0,D00-MN,,,4,,medium,0.527934,Employed,3.0,111117
236.0,D00-SS,,0.731943,3,,medium,0.924982,Employed,3.0,116795
205.0,D00-PD,,0.595815,4,,low,0.859166,Employed,4.0,116289
170.0,D00-IT,,0.763289,5,,low,0.813717,Employed,4.0,101991
236.0,D00-MT,,0.913935,5,,medium,0.740481,Left,5.0,119669
159.0,D00-MN,,0.71493,4,,low,0.196127,Employed,5.0,108664
185.0,D00-SS,,0.728214,3,,medium,1.0,Employed,3.0,108121
175.0,D00-ENG,,0.890905,4,,low,0.117083,Employed,5.0,109248
280.0,,1.0,0.925602,5,,high,0.530516,Employed,6.0,105525
134.0,D00-MN,1.0,0.884771,4,,medium,0.878168,Employed,10.0,103636
175.0,D00-SS,,0.403619,3,,medium,0.284677,Employed,3.0,105322
141.0,D00-SS,1.0,0.464539,4,,medium,0.851312,Employed,3.0,113298
159.0,D00-SS,,0.853785,3,,low,0.66983,Employed,3.0,103173
142.0,D00-MT,,0.76657,3,,low,0.617466,Employed,3.0,115295
248.0,D00-SS,,0.864981,5,,low,0.832253,Left,5.0,108564
185.0,D00-SP,,0.452548,4,,low,0.32789,Employed,2.0,107438
257.0,D00-MT,1.0,0.572692,4,,low,0.58118,Employed,3.0,110112
133.0,D00-ENG,,0.584463,2,,medium,0.41437,Left,3.0,116221
160.0,,,0.956357,3,,low,0.857518,Employed,3.0,103775
206.0,D00-IT,,0.697791,4,,low,0.892595,Employed,3.0,100515
188.0,D00-ENG,,,3,,low,0.66276,Employed,3.0,108026
111.0,D00-MN,,0.602408,2,,high,0.582785,Employed,2.0,119152
136.0,,,0.987878,4,,low,0.908816,Employed,4.0,104480
216.0,D00-IT,,0.703075,4,,low,0.814157,Employed,3.0,111879
265.0,D00-SS,,0.767471,6,,low,0.0805109,Left,4.0,117125
251.0,D00-PR,,0.589795,3,,medium,0.661503,Employed,2.0,118764
220.0,D00-SS,,0.433011,5,,low,0.57421,Left,4.0,118259
227.0,D00-SP,,0.465718,5,,low,0.415996,Employed,2.0,114186
175.0,D00-SS,,0.771221,3,,medium,0.768783,Employed,2.0,103791
277.0,D00-SS,,0.943503,7,,low,0.143369,Left,5.0,109535
187.0,D00-PD,1.0,0.798041,5,,low,0.558749,Employed,3.0,110071
150.0,D00-IT,,0.564513,4,,medium,0.984562,Employed,2.0,118814
224.0,D00-ENG,,0.501708,4,,low,0.651775,Employed,2.0,117588
247.0,D00-ENG,,0.958305,3,,medium,0.883909,Employed,3.0,104523
149.0,D00-SP,,0.668067,3,,low,0.689942,Employed,3.0,103139
105.0,-IT,,,2,,low,0.336682,Employed,3.0,114757
211.0,D00-SP,,,3,,low,0.90909,Employed,2.0,109958
237.0,D00-ENG,1.0,0.789028,3,,low,0.439206,Employed,3.0,107690
305.0,D00-MT,,0.866322,6,,low,0.0767367,Left,4.0,118369
148.0,D00-SS,,,3,,medium,0.624102,Employed,3.0,102396
165.0,D00-IT,,0.627758,3,,high,0.574174,Employed,3.0,118984
133.0,D00-MT,,0.92628,3,,low,0.672128,Employed,3.0,113839
285.0,D00-SP,,0.89787,6,,medium,0.136434,Left,4.0,108675
264.0,D00-SS,,0.414071,6,,medium,0.153293,Employed,3.0,101966
213.0,D00-SS,,0.724545,3,,medium,0.445444,Employed,10.0,117356
136.0,D00-PD,,0.932124,5,,medium,0.445978,Employed,3.0,106582
105.0,D00-SP,1.0,0.525494,4,,low,0.447548,Employed,5.0,103887
195.0,D00-SP,,,4,,medium,0.616395,Employed,3.0,106164
135.0,D00-SP,,0.65311,6,,low,0.353728,Left,5.0,117393
126.0,D00-ENG,,0.519671,2,,low,0.500126,Left,3.0,107611
103.0,D00-MT,,0.407527,2,,medium,0.634173,Employed,8.0,113995
211.0,D00-SS,,0.860493,5,,low,0.647726,Employed,3.0,119799
253.0,D00-SP,,,4,,low,0.987459,Employed,2.0,110977
180.0,D00-SS,,0.621599,3,,low,0.656947,Employed,2.0,107954
